ParkName;Date;RecreationVisits
Wrangell-St. Elias NP & PRES;01/12/1985;98
Wrangell-St. Elias NP & PRES;01/01/1986;98
Wrangell-St. Elias NP & PRES;01/02/1986;106
Wrangell-St. Elias NP & PRES;01/03/1986;888
Wrangell-St. Elias NP & PRES;01/04/1986;986
Wrangell-St. Elias NP & PRES;01/05/1986;957
Wrangell-St. Elias NP & PRES;01/06/1986;1144
Wrangell-St. Elias NP & PRES;01/07/1986;5188
Wrangell-St. Elias NP & PRES;01/08/1986;7314
Wrangell-St. Elias NP & PRES;01/09/1986;7599
Wrangell-St. Elias NP & PRES;01/10/1986;2060
Wrangell-St. Elias NP & PRES;01/11/1986;105
Wrangell-St. Elias NP & PRES;01/12/1986;112
Wrangell-St. Elias NP & PRES;01/01/1987;100
Wrangell-St. Elias NP & PRES;01/02/1987;100
Wrangell-St. Elias NP & PRES;01/03/1987;150
Wrangell-St. Elias NP & PRES;01/04/1987;1084
Wrangell-St. Elias NP & PRES;01/05/1987;1052
Wrangell-St. Elias NP & PRES;01/06/1987;1360
Wrangell-St. Elias NP & PRES;01/07/1987;6225
Wrangell-St. Elias NP & PRES;01/08/1987;8411
Wrangell-St. Elias NP & PRES;01/09/1987;8207
Wrangell-St. Elias NP & PRES;01/10/1987;2266
Wrangell-St. Elias NP & PRES;01/11/1987;116
Wrangell-St. Elias NP & PRES;01/12/1987;120
Wrangell-St. Elias NP & PRES;01/01/1988;107
Wrangell-St. Elias NP & PRES;01/02/1988;107
Wrangell-St. Elias NP & PRES;01/03/1988;161
Wrangell-St. Elias NP & PRES;01/04/1988;1139
Wrangell-St. Elias NP & PRES;01/05/1988;1126
Wrangell-St. Elias NP & PRES;01/06/1988;1455
Wrangell-St. Elias NP & PRES;01/07/1988;6661
Wrangell-St. Elias NP & PRES;01/08/1988;8831
Wrangell-St. Elias NP & PRES;01/09/1988;8782
Wrangell-St. Elias NP & PRES;01/10/1988;2425
Wrangell-St. Elias NP & PRES;01/11/1988;124
Wrangell-St. Elias NP & PRES;01/12/1988;128
Wrangell-St. Elias NP & PRES;01/01/1989;114
Wrangell-St. Elias NP & PRES;01/02/1989;111
Wrangell-St. Elias NP & PRES;01/03/1989;172
Wrangell-St. Elias NP & PRES;01/04/1989;1218
Wrangell-St. Elias NP & PRES;01/05/1989;1205
Wrangell-St. Elias NP & PRES;01/06/1989;1557
Wrangell-St. Elias NP & PRES;01/07/1989;7127
Wrangell-St. Elias NP & PRES;01/08/1989;9449
Wrangell-St. Elias NP & PRES;01/09/1989;9397
Wrangell-St. Elias NP & PRES;01/10/1989;2595
Wrangell-St. Elias NP & PRES;01/11/1989;133
Wrangell-St. Elias NP & PRES;01/12/1989;143
Wrangell-St. Elias NP & PRES;01/01/1990;116
Wrangell-St. Elias NP & PRES;01/02/1990;117
Wrangell-St. Elias NP & PRES;01/03/1990;181
Wrangell-St. Elias NP & PRES;01/04/1990;1279
Wrangell-St. Elias NP & PRES;01/05/1990;1265
Wrangell-St. Elias NP & PRES;01/06/1990;1697
Wrangell-St. Elias NP & PRES;01/07/1990;7768
Wrangell-St. Elias NP & PRES;01/08/1990;10299
Wrangell-St. Elias NP & PRES;01/09/1990;10242
Wrangell-St. Elias NP & PRES;01/10/1990;2725
Wrangell-St. Elias NP & PRES;01/11/1990;140
Wrangell-St. Elias NP & PRES;01/12/1990;147
Wrangell-St. Elias NP & PRES;01/01/1991;122
Wrangell-St. Elias NP & PRES;01/02/1991;123
Wrangell-St. Elias NP & PRES;01/03/1991;190
Wrangell-St. Elias NP & PRES;01/04/1991;1343
Wrangell-St. Elias NP & PRES;01/05/1991;1392
Wrangell-St. Elias NP & PRES;01/06/1991;1782
Wrangell-St. Elias NP & PRES;01/07/1991;8467
Wrangell-St. Elias NP & PRES;01/08/1991;11226
Wrangell-St. Elias NP & PRES;01/09/1991;11164
Wrangell-St. Elias NP & PRES;01/10/1991;2861
Wrangell-St. Elias NP & PRES;01/11/1991;147
Wrangell-St. Elias NP & PRES;01/12/1991;154
Wrangell-St. Elias NP & PRES;01/01/1992;132
Wrangell-St. Elias NP & PRES;01/02/1992;129
Wrangell-St. Elias NP & PRES;01/03/1992;200
Wrangell-St. Elias NP & PRES;01/04/1992;1411
Wrangell-St. Elias NP & PRES;01/05/1992;1462
Wrangell-St. Elias NP & PRES;01/06/1992;1942
Wrangell-St. Elias NP & PRES;01/07/1992;9227
Wrangell-St. Elias NP & PRES;01/08/1992;12236
Wrangell-St. Elias NP & PRES;01/09/1992;12169
Wrangell-St. Elias NP & PRES;01/10/1992;3004
Wrangell-St. Elias NP & PRES;01/11/1992;155
Wrangell-St. Elias NP & PRES;01/12/1992;162
Wrangell-St. Elias NP & PRES;01/01/1993;139
Wrangell-St. Elias NP & PRES;01/02/1993;135
Wrangell-St. Elias NP & PRES;01/03/1993;210
Wrangell-St. Elias NP & PRES;01/04/1993;1482
Wrangell-St. Elias NP & PRES;01/05/1993;1594
Wrangell-St. Elias NP & PRES;01/06/1993;2117
Wrangell-St. Elias NP & PRES;01/07/1993;10057
Wrangell-St. Elias NP & PRES;01/08/1993;13337
Wrangell-St. Elias NP & PRES;01/09/1993;12777
Wrangell-St. Elias NP & PRES;01/10/1993;3154
Wrangell-St. Elias NP & PRES;01/11/1993;163
Wrangell-St. Elias NP & PRES;01/12/1993;170
Wrangell-St. Elias NP & PRES;01/01/1994;146
Wrangell-St. Elias NP & PRES;01/02/1994;142
Wrangell-St. Elias NP & PRES;01/03/1994;221
Wrangell-St. Elias NP & PRES;01/04/1994;1557
Wrangell-St. Elias NP & PRES;01/05/1994;1674
Wrangell-St. Elias NP & PRES;01/06/1994;3308
Wrangell-St. Elias NP & PRES;01/07/1994;10963
Wrangell-St. Elias NP & PRES;01/08/1994;14538
Wrangell-St. Elias NP & PRES;01/09/1994;13927
Wrangell-St. Elias NP & PRES;01/10/1994;3312
Wrangell-St. Elias NP & PRES;01/11/1994;171
Wrangell-St. Elias NP & PRES;01/12/1994;187
Wrangell-St. Elias NP & PRES;01/01/1995;153
Wrangell-St. Elias NP & PRES;01/02/1995;149
Wrangell-St. Elias NP & PRES;01/03/1995;232
Wrangell-St. Elias NP & PRES;01/04/1995;1635
Wrangell-St. Elias NP & PRES;01/05/1995;1825
Wrangell-St. Elias NP & PRES;01/06/1995;3606
Wrangell-St. Elias NP & PRES;01/07/1995;11950
Wrangell-St. Elias NP & PRES;01/08/1995;15846
Wrangell-St. Elias NP & PRES;01/09/1995;15180
Wrangell-St. Elias NP & PRES;01/10/1995;3478
Wrangell-St. Elias NP & PRES;01/11/1995;180
Wrangell-St. Elias NP & PRES;01/12/1995;196
Wrangell-St. Elias NP & PRES;01/01/1996;25
Wrangell-St. Elias NP & PRES;01/02/1996;95
Wrangell-St. Elias NP & PRES;01/03/1996;230
Wrangell-St. Elias NP & PRES;01/04/1996;520
Wrangell-St. Elias NP & PRES;01/05/1996;1157
Wrangell-St. Elias NP & PRES;01/06/1996;6028
Wrangell-St. Elias NP & PRES;01/07/1996;10814
Wrangell-St. Elias NP & PRES;01/08/1996;9389
Wrangell-St. Elias NP & PRES;01/09/1996;2584
Wrangell-St. Elias NP & PRES;01/10/1996;530
Wrangell-St. Elias NP & PRES;01/11/1996;60
Wrangell-St. Elias NP & PRES;01/12/1996;35
Wrangell-St. Elias NP & PRES;01/01/1997;25
Wrangell-St. Elias NP & PRES;01/02/1997;95
Wrangell-St. Elias NP & PRES;01/03/1997;230
Wrangell-St. Elias NP & PRES;01/04/1997;520
Wrangell-St. Elias NP & PRES;01/05/1997;1705
Wrangell-St. Elias NP & PRES;01/06/1997;6598
Wrangell-St. Elias NP & PRES;01/07/1997;9721
Wrangell-St. Elias NP & PRES;01/08/1997;9185
Wrangell-St. Elias NP & PRES;01/09/1997;3129
Wrangell-St. Elias NP & PRES;01/10/1997;530
Wrangell-St. Elias NP & PRES;01/11/1997;60
Wrangell-St. Elias NP & PRES;01/12/1997;35
Wrangell-St. Elias NP & PRES;01/01/1998;25
Wrangell-St. Elias NP & PRES;01/02/1998;95
Wrangell-St. Elias NP & PRES;01/03/1998;230
Wrangell-St. Elias NP & PRES;01/04/1998;520
Wrangell-St. Elias NP & PRES;01/05/1998;1151
Wrangell-St. Elias NP & PRES;01/06/1998;6336
Wrangell-St. Elias NP & PRES;01/07/1998;8836
Wrangell-St. Elias NP & PRES;01/08/1998;7976
Wrangell-St. Elias NP & PRES;01/09/1998;2065
Wrangell-St. Elias NP & PRES;01/10/1998;530
Wrangell-St. Elias NP & PRES;01/11/1998;60
Wrangell-St. Elias NP & PRES;01/12/1998;35
Wrangell-St. Elias NP & PRES;01/01/1999;25
Wrangell-St. Elias NP & PRES;01/02/1999;95
Wrangell-St. Elias NP & PRES;01/03/1999;230
Wrangell-St. Elias NP & PRES;01/04/1999;520
Wrangell-St. Elias NP & PRES;01/05/1999;3354
Wrangell-St. Elias NP & PRES;01/06/1999;5358
Wrangell-St. Elias NP & PRES;01/07/1999;9084
Wrangell-St. Elias NP & PRES;01/08/1999;7468
Wrangell-St. Elias NP & PRES;01/09/1999;2493
Wrangell-St. Elias NP & PRES;01/10/1999;530
Wrangell-St. Elias NP & PRES;01/11/1999;60
Wrangell-St. Elias NP & PRES;01/12/1999;35
Wrangell-St. Elias NP & PRES;01/01/2000;25
Wrangell-St. Elias NP & PRES;01/02/2000;95
Wrangell-St. Elias NP & PRES;01/03/2000;230
Wrangell-St. Elias NP & PRES;01/04/2000;520
Wrangell-St. Elias NP & PRES;01/05/2000;1023
Wrangell-St. Elias NP & PRES;01/06/2000;6321
Wrangell-St. Elias NP & PRES;01/07/2000;9801
Wrangell-St. Elias NP & PRES;01/08/2000;8007
Wrangell-St. Elias NP & PRES;01/09/2000;1684
Wrangell-St. Elias NP & PRES;01/10/2000;530
Wrangell-St. Elias NP & PRES;01/11/2000;60
Wrangell-St. Elias NP & PRES;01/12/2000;35
Wrangell-St. Elias NP & PRES;01/01/2001;25
Wrangell-St. Elias NP & PRES;01/02/2001;95
Wrangell-St. Elias NP & PRES;01/03/2001;230
Wrangell-St. Elias NP & PRES;01/04/2001;520
Wrangell-St. Elias NP & PRES;01/05/2001;1119
Wrangell-St. Elias NP & PRES;01/06/2001;6109
Wrangell-St. Elias NP & PRES;01/07/2001;9616
Wrangell-St. Elias NP & PRES;01/08/2001;8198
Wrangell-St. Elias NP & PRES;01/09/2001;2106
Wrangell-St. Elias NP & PRES;01/10/2001;530
Wrangell-St. Elias NP & PRES;01/11/2001;60
Wrangell-St. Elias NP & PRES;01/12/2001;35
Wrangell-St. Elias NP & PRES;01/01/2002;25
Wrangell-St. Elias NP & PRES;01/02/2002;95
Wrangell-St. Elias NP & PRES;01/03/2002;230
Wrangell-St. Elias NP & PRES;01/04/2002;520
Wrangell-St. Elias NP & PRES;01/05/2002;1266
Wrangell-St. Elias NP & PRES;01/06/2002;7993
Wrangell-St. Elias NP & PRES;01/07/2002;11589
Wrangell-St. Elias NP & PRES;01/08/2002;13438
Wrangell-St. Elias NP & PRES;01/09/2002;4571
Wrangell-St. Elias NP & PRES;01/10/2002;530
Wrangell-St. Elias NP & PRES;01/11/2002;60
Wrangell-St. Elias NP & PRES;01/12/2002;35
Wrangell-St. Elias NP & PRES;01/01/2003;25
Wrangell-St. Elias NP & PRES;01/02/2003;95
Wrangell-St. Elias NP & PRES;01/03/2003;230
Wrangell-St. Elias NP & PRES;01/04/2003;520
Wrangell-St. Elias NP & PRES;01/05/2003;1903
Wrangell-St. Elias NP & PRES;01/06/2003;9627
Wrangell-St. Elias NP & PRES;01/07/2003;13521
Wrangell-St. Elias NP & PRES;01/08/2003;13173
Wrangell-St. Elias NP & PRES;01/09/2003;3592
Wrangell-St. Elias NP & PRES;01/10/2003;530
Wrangell-St. Elias NP & PRES;01/11/2003;60
Wrangell-St. Elias NP & PRES;01/12/2003;35
Wrangell-St. Elias NP & PRES;01/01/2004;25
Wrangell-St. Elias NP & PRES;01/02/2004;95
Wrangell-St. Elias NP & PRES;01/03/2004;230
Wrangell-St. Elias NP & PRES;01/04/2004;520
Wrangell-St. Elias NP & PRES;01/05/2004;2365
Wrangell-St. Elias NP & PRES;01/06/2004;12283
Wrangell-St. Elias NP & PRES;01/07/2004;18332
Wrangell-St. Elias NP & PRES;01/08/2004;16926
Wrangell-St. Elias NP & PRES;01/09/2004;5820
Wrangell-St. Elias NP & PRES;01/10/2004;530
Wrangell-St. Elias NP & PRES;01/11/2004;60
Wrangell-St. Elias NP & PRES;01/12/2004;35
Wrangell-St. Elias NP & PRES;01/01/2005;25
Wrangell-St. Elias NP & PRES;01/02/2005;95
Wrangell-St. Elias NP & PRES;01/03/2005;230
Wrangell-St. Elias NP & PRES;01/04/2005;520
Wrangell-St. Elias NP & PRES;01/05/2005;2741
Wrangell-St. Elias NP & PRES;01/06/2005;12624
Wrangell-St. Elias NP & PRES;01/07/2005;19134
Wrangell-St. Elias NP & PRES;01/08/2005;14542
Wrangell-St. Elias NP & PRES;01/09/2005;5688
Wrangell-St. Elias NP & PRES;01/10/2005;530
Wrangell-St. Elias NP & PRES;01/11/2005;60
Wrangell-St. Elias NP & PRES;01/12/2005;35
Wrangell-St. Elias NP & PRES;01/01/2006;25
Wrangell-St. Elias NP & PRES;01/02/2006;95
Wrangell-St. Elias NP & PRES;01/03/2006;230
Wrangell-St. Elias NP & PRES;01/04/2006;520
Wrangell-St. Elias NP & PRES;01/05/2006;2882
Wrangell-St. Elias NP & PRES;01/06/2006;11325
Wrangell-St. Elias NP & PRES;01/07/2006;15995
Wrangell-St. Elias NP & PRES;01/08/2006;13601
Wrangell-St. Elias NP & PRES;01/09/2006;5038
Wrangell-St. Elias NP & PRES;01/10/2006;530
Wrangell-St. Elias NP & PRES;01/11/2006;60
Wrangell-St. Elias NP & PRES;01/12/2006;35
Wrangell-St. Elias NP & PRES;01/01/2007;25
Wrangell-St. Elias NP & PRES;01/02/2007;95
Wrangell-St. Elias NP & PRES;01/03/2007;230
Wrangell-St. Elias NP & PRES;01/04/2007;520
Wrangell-St. Elias NP & PRES;01/05/2007;3856
Wrangell-St. Elias NP & PRES;01/06/2007;13853
Wrangell-St. Elias NP & PRES;01/07/2007;18667
Wrangell-St. Elias NP & PRES;01/08/2007;16523
Wrangell-St. Elias NP & PRES;01/09/2007;6691
Wrangell-St. Elias NP & PRES;01/10/2007;530
Wrangell-St. Elias NP & PRES;01/11/2007;60
Wrangell-St. Elias NP & PRES;01/12/2007;35
Wrangell-St. Elias NP & PRES;01/01/2008;25
Wrangell-St. Elias NP & PRES;01/02/2008;95
Wrangell-St. Elias NP & PRES;01/03/2008;230
Wrangell-St. Elias NP & PRES;01/04/2008;520
Wrangell-St. Elias NP & PRES;01/05/2008;5127
Wrangell-St. Elias NP & PRES;01/06/2008;14698
Wrangell-St. Elias NP & PRES;01/07/2008;21115
Wrangell-St. Elias NP & PRES;01/08/2008;17490
Wrangell-St. Elias NP & PRES;01/09/2008;5768
Wrangell-St. Elias NP & PRES;01/10/2008;530
Wrangell-St. Elias NP & PRES;01/11/2008;60
Wrangell-St. Elias NP & PRES;01/12/2008;35
Wrangell-St. Elias NP & PRES;01/01/2009;25
Wrangell-St. Elias NP & PRES;01/02/2009;95
Wrangell-St. Elias NP & PRES;01/03/2009;230
Wrangell-St. Elias NP & PRES;01/04/2009;520
Wrangell-St. Elias NP & PRES;01/05/2009;4239
Wrangell-St. Elias NP & PRES;01/06/2009;13504
Wrangell-St. Elias NP & PRES;01/07/2009;18660
Wrangell-St. Elias NP & PRES;01/08/2009;16002
Wrangell-St. Elias NP & PRES;01/09/2009;6066
Wrangell-St. Elias NP & PRES;01/10/2009;530
Wrangell-St. Elias NP & PRES;01/11/2009;60
Wrangell-St. Elias NP & PRES;01/12/2009;35
Wrangell-St. Elias NP & PRES;01/01/2010;25
Wrangell-St. Elias NP & PRES;01/02/2010;95
Wrangell-St. Elias NP & PRES;01/03/2010;230
Wrangell-St. Elias NP & PRES;01/04/2010;520
Wrangell-St. Elias NP & PRES;01/05/2010;3416
Wrangell-St. Elias NP & PRES;01/06/2010;16959
Wrangell-St. Elias NP & PRES;01/07/2010;25212
Wrangell-St. Elias NP & PRES;01/08/2010;20671
Wrangell-St. Elias NP & PRES;01/09/2010;5417
Wrangell-St. Elias NP & PRES;01/10/2010;530
Wrangell-St. Elias NP & PRES;01/11/2010;60
Wrangell-St. Elias NP & PRES;01/12/2010;35
Wrangell-St. Elias NP & PRES;01/01/2011;25
Wrangell-St. Elias NP & PRES;01/02/2011;95
Wrangell-St. Elias NP & PRES;01/03/2011;230
Wrangell-St. Elias NP & PRES;01/04/2011;520
Wrangell-St. Elias NP & PRES;01/05/2011;3833
Wrangell-St. Elias NP & PRES;01/06/2011;14488
Wrangell-St. Elias NP & PRES;01/07/2011;20344
Wrangell-St. Elias NP & PRES;01/08/2011;17734
Wrangell-St. Elias NP & PRES;01/09/2011;7331
Wrangell-St. Elias NP & PRES;01/10/2011;530
Wrangell-St. Elias NP & PRES;01/11/2011;60
Wrangell-St. Elias NP & PRES;01/12/2011;35
Wrangell-St. Elias NP & PRES;01/01/2012;25
Wrangell-St. Elias NP & PRES;01/02/2012;95
Wrangell-St. Elias NP & PRES;01/03/2012;230
Wrangell-St. Elias NP & PRES;01/04/2012;520
Wrangell-St. Elias NP & PRES;01/05/2012;6646
Wrangell-St. Elias NP & PRES;01/06/2012;20522
Wrangell-St. Elias NP & PRES;01/07/2012;28929
Wrangell-St. Elias NP & PRES;01/08/2012;23733
Wrangell-St. Elias NP & PRES;01/09/2012;5833
Wrangell-St. Elias NP & PRES;01/10/2012;530
Wrangell-St. Elias NP & PRES;01/11/2012;60
Wrangell-St. Elias NP & PRES;01/12/2012;35
Wrangell-St. Elias NP & PRES;01/01/2013;25
Wrangell-St. Elias NP & PRES;01/02/2013;95
Wrangell-St. Elias NP & PRES;01/03/2013;230
Wrangell-St. Elias NP & PRES;01/04/2013;520
Wrangell-St. Elias NP & PRES;01/05/2013;2692
Wrangell-St. Elias NP & PRES;01/06/2013;15559
Wrangell-St. Elias NP & PRES;01/07/2013;21847
Wrangell-St. Elias NP & PRES;01/08/2013;22008
Wrangell-St. Elias NP & PRES;01/09/2013;6383
Wrangell-St. Elias NP & PRES;01/10/2013;530
Wrangell-St. Elias NP & PRES;01/11/2013;60
Wrangell-St. Elias NP & PRES;01/12/2013;35
Wrangell-St. Elias NP & PRES;01/01/2014;25
Wrangell-St. Elias NP & PRES;01/02/2014;95
Wrangell-St. Elias NP & PRES;01/03/2014;230
Wrangell-St. Elias NP & PRES;01/04/2014;520
Wrangell-St. Elias NP & PRES;01/05/2014;4441
Wrangell-St. Elias NP & PRES;01/06/2014;17053
Wrangell-St. Elias NP & PRES;01/07/2014;23766
Wrangell-St. Elias NP & PRES;01/08/2014;22028
Wrangell-St. Elias NP & PRES;01/09/2014;5939
Wrangell-St. Elias NP & PRES;01/10/2014;530
Wrangell-St. Elias NP & PRES;01/11/2014;60
Wrangell-St. Elias NP & PRES;01/12/2014;35
Wrangell-St. Elias NP & PRES;01/01/2015;25
Wrangell-St. Elias NP & PRES;01/02/2015;95
Wrangell-St. Elias NP & PRES;01/03/2015;230
Wrangell-St. Elias NP & PRES;01/04/2015;520
Wrangell-St. Elias NP & PRES;01/05/2015;6122
Wrangell-St. Elias NP & PRES;01/06/2015;18297
Wrangell-St. Elias NP & PRES;01/07/2015;25014
Wrangell-St. Elias NP & PRES;01/08/2015;21880
Wrangell-St. Elias NP & PRES;01/09/2015;7558
Wrangell-St. Elias NP & PRES;01/10/2015;530
Wrangell-St. Elias NP & PRES;01/11/2015;60
Wrangell-St. Elias NP & PRES;01/12/2015;35
Wrangell-St. Elias NP & PRES;01/01/2016;25
Wrangell-St. Elias NP & PRES;01/02/2016;95
Wrangell-St. Elias NP & PRES;01/03/2016;230
Wrangell-St. Elias NP & PRES;01/04/2016;520
Wrangell-St. Elias NP & PRES;01/05/2016;4706
Wrangell-St. Elias NP & PRES;01/06/2016;16481
Wrangell-St. Elias NP & PRES;01/07/2016;25520
Wrangell-St. Elias NP & PRES;01/08/2016;23142
Wrangell-St. Elias NP & PRES;01/09/2016;7703
Wrangell-St. Elias NP & PRES;01/10/2016;530
Wrangell-St. Elias NP & PRES;01/11/2016;60
Wrangell-St. Elias NP & PRES;01/12/2016;35
Wrangell-St. Elias NP & PRES;01/01/2017;25
Wrangell-St. Elias NP & PRES;01/02/2017;95
Wrangell-St. Elias NP & PRES;01/03/2017;230
Wrangell-St. Elias NP & PRES;01/04/2017;520
Wrangell-St. Elias NP & PRES;01/05/2017;4715
Wrangell-St. Elias NP & PRES;01/06/2017;14484
Wrangell-St. Elias NP & PRES;01/07/2017;21367
Wrangell-St. Elias NP & PRES;01/08/2017;18752
Wrangell-St. Elias NP & PRES;01/09/2017;7479
Wrangell-St. Elias NP & PRES;01/10/2017;530
Wrangell-St. Elias NP & PRES;01/11/2017;60
Wrangell-St. Elias NP & PRES;01/12/2017;35
Wrangell-St. Elias NP & PRES;01/01/2018;25
Wrangell-St. Elias NP & PRES;01/02/2018;95
Wrangell-St. Elias NP & PRES;01/03/2018;230
Wrangell-St. Elias NP & PRES;01/04/2018;520
Wrangell-St. Elias NP & PRES;01/05/2018;2230
Wrangell-St. Elias NP & PRES;01/06/2018;18430
Wrangell-St. Elias NP & PRES;01/07/2018;24618
Wrangell-St. Elias NP & PRES;01/08/2018;24658
Wrangell-St. Elias NP & PRES;01/09/2018;8019
Wrangell-St. Elias NP & PRES;01/10/2018;530
Wrangell-St. Elias NP & PRES;01/11/2018;60
Wrangell-St. Elias NP & PRES;01/12/2018;35
Wrangell-St. Elias NP & PRES;01/01/2019;25
Wrangell-St. Elias NP & PRES;01/02/2019;95
Wrangell-St. Elias NP & PRES;01/03/2019;230
Wrangell-St. Elias NP & PRES;01/04/2019;520
Wrangell-St. Elias NP & PRES;01/05/2019;4572
Wrangell-St. Elias NP & PRES;01/06/2019;16445
Wrangell-St. Elias NP & PRES;01/07/2019;23372
Wrangell-St. Elias NP & PRES;01/08/2019;20779
Wrangell-St. Elias NP & PRES;01/09/2019;7855
Wrangell-St. Elias NP & PRES;01/10/2019;530
Wrangell-St. Elias NP & PRES;01/11/2019;60
Wrangell-St. Elias NP & PRES;01/12/2019;35
Yellowstone NP;01/01/1979;23605
Yellowstone NP;01/02/1979;31992
Yellowstone NP;01/03/1979;17813
Yellowstone NP;01/04/1979;34095
Yellowstone NP;01/05/1979;108952
Yellowstone NP;01/06/1979;313924
Yellowstone NP;01/07/1979;493902
Yellowstone NP;01/08/1979;493915
Yellowstone NP;01/09/1979;262786
Yellowstone NP;01/10/1979;76542
Yellowstone NP;01/11/1979;12698
Yellowstone NP;01/12/1979;22684
Yellowstone NP;01/01/1980;24757
Yellowstone NP;01/02/1980;36373
Yellowstone NP;01/03/1980;28112
Yellowstone NP;01/04/1980;32466
Yellowstone NP;01/05/1980;101988
Yellowstone NP;01/06/1980;325211
Yellowstone NP;01/07/1980;557810
Yellowstone NP;01/08/1980;523549
Yellowstone NP;01/09/1980;229396
Yellowstone NP;01/10/1980;93240
Yellowstone NP;01/11/1980;25773
Yellowstone NP;01/12/1980;21594
Yellowstone NP;01/01/1981;24924
Yellowstone NP;01/02/1981;28590
Yellowstone NP;01/03/1981;19305
Yellowstone NP;01/04/1981;21342
Yellowstone NP;01/05/1981;158762
Yellowstone NP;01/06/1981;421817
Yellowstone NP;01/07/1981;701758
Yellowstone NP;01/08/1981;651977
Yellowstone NP;01/09/1981;346906
Yellowstone NP;01/10/1981;91385
Yellowstone NP;01/11/1981;30202
Yellowstone NP;01/12/1981;24863
Yellowstone NP;01/01/1982;22523
Yellowstone NP;01/02/1982;32204
Yellowstone NP;01/03/1982;25325
Yellowstone NP;01/04/1982;28584
Yellowstone NP;01/05/1982;148257
Yellowstone NP;01/06/1982;413052
Yellowstone NP;01/07/1982;688061
Yellowstone NP;01/08/1982;626834
Yellowstone NP;01/09/1982;281287
Yellowstone NP;01/10/1982;74181
Yellowstone NP;01/11/1982;16673
Yellowstone NP;01/12/1982;11916
Yellowstone NP;01/01/1983;18329
Yellowstone NP;01/02/1983;25647
Yellowstone NP;01/03/1983;15671
Yellowstone NP;01/04/1983;17935
Yellowstone NP;01/05/1983;123437
Yellowstone NP;01/06/1983;396890
Yellowstone NP;01/07/1983;704745
Yellowstone NP;01/08/1983;604247
Yellowstone NP;01/09/1983;314919
Yellowstone NP;01/10/1983;103385
Yellowstone NP;01/11/1983;11955
Yellowstone NP;01/12/1983;10082
Yellowstone NP;01/01/1984;18864
Yellowstone NP;01/02/1984;30067
Yellowstone NP;01/03/1984;11372
Yellowstone NP;01/04/1984;18303
Yellowstone NP;01/05/1984;127555
Yellowstone NP;01/06/1984;379837
Yellowstone NP;01/07/1984;667307
Yellowstone NP;01/08/1984;586631
Yellowstone NP;01/09/1984;287141
Yellowstone NP;01/10/1984;76118
Yellowstone NP;01/11/1984;2273
Yellowstone NP;01/12/1984;16559
Yellowstone NP;01/01/1985;20919
Yellowstone NP;01/02/1985;30590
Yellowstone NP;01/03/1985;9611
Yellowstone NP;01/04/1985;21994
Yellowstone NP;01/05/1985;159597
Yellowstone NP;01/06/1985;401168
Yellowstone NP;01/07/1985;648994
Yellowstone NP;01/08/1985;572352
Yellowstone NP;01/09/1985;261850
Yellowstone NP;01/10/1985;72944
Yellowstone NP;01/11/1985;6726
Yellowstone NP;01/12/1985;19414
Yellowstone NP;01/01/1986;24708
Yellowstone NP;01/02/1986;29684
Yellowstone NP;01/03/1986;20165
Yellowstone NP;01/04/1986;21681
Yellowstone NP;01/05/1986;147767
Yellowstone NP;01/06/1986;427968
Yellowstone NP;01/07/1986;663205
Yellowstone NP;01/08/1986;614295
Yellowstone NP;01/09/1986;295089
Yellowstone NP;01/10/1986;94106
Yellowstone NP;01/11/1986;6414
Yellowstone NP;01/12/1986;18674
Yellowstone NP;01/01/1987;27238
Yellowstone NP;01/02/1987;32559
Yellowstone NP;01/03/1987;12310
Yellowstone NP;01/04/1987;31938
Yellowstone NP;01/05/1987;185705
Yellowstone NP;01/06/1987;447465
Yellowstone NP;01/07/1987;685128
Yellowstone NP;01/08/1987;626537
Yellowstone NP;01/09/1987;361842
Yellowstone NP;01/10/1987;122637
Yellowstone NP;01/11/1987;19842
Yellowstone NP;01/12/1987;19993
Yellowstone NP;01/01/1988;25706
Yellowstone NP;01/02/1988;35936
Yellowstone NP;01/03/1988;18470
Yellowstone NP;01/04/1988;22999
Yellowstone NP;01/05/1988;175285
Yellowstone NP;01/06/1988;442400
Yellowstone NP;01/07/1988;636295
Yellowstone NP;01/08/1988;440130
Yellowstone NP;01/09/1988;176833
Yellowstone NP;01/10/1988;170504
Yellowstone NP;01/11/1988;18510
Yellowstone NP;01/12/1988;19045
Yellowstone NP;01/01/1989;24328
Yellowstone NP;01/02/1989;30768
Yellowstone NP;01/03/1989;22163
Yellowstone NP;01/04/1989;25292
Yellowstone NP;01/05/1989;216163
Yellowstone NP;01/06/1989;467193
Yellowstone NP;01/07/1989;696587
Yellowstone NP;01/08/1989;608248
Yellowstone NP;01/09/1989;403579
Yellowstone NP;01/10/1989;123454
Yellowstone NP;01/11/1989;6791
Yellowstone NP;01/12/1989;19876
Yellowstone NP;01/01/1990;25884
Yellowstone NP;01/02/1990;33285
Yellowstone NP;01/03/1990;19372
Yellowstone NP;01/04/1990;29242
Yellowstone NP;01/05/1990;203712
Yellowstone NP;01/06/1990;526586
Yellowstone NP;01/07/1990;760520
Yellowstone NP;01/08/1990;674454
Yellowstone NP;01/09/1990;414563
Yellowstone NP;01/10/1990;111145
Yellowstone NP;01/11/1990;8117
Yellowstone NP;01/12/1990;16692
